period_code,period_label,period_type,geography_code,geography_label,observation,measure,unit,seasonal_adjustment
2020-02,2020-02,month,K02000001,United Kingdom,101.01,Social UK spending on credit and debit cards,number,SA
2020-03,2020-03,month,K02000001,United Kingdom,64.42,Social UK spending on credit and debit cards,number,SA
2020-04,2020-04,month,K02000001,United Kingdom,22.53,Social UK spending on credit and debit cards,number,SA
2020-05,2020-05,month,K02000001,United Kingdom,25.20,Social UK spending on credit and debit cards,number,SA
2020-06,2020-06,month,K02000001,United Kingdom,41.26,Social UK spending on credit and debit cards,number,SA
2020-07,2020-07,month,K02000001,United Kingdom,49.54,Social UK spending on credit and debit cards,number,SA
2020-08,2020-08,month,K02000001,United Kingdom,59.14,Social UK spending on credit and debit cards,number,SA
2020-09,2020-09,month,K02000001,United Kingdom,63.92,Social UK spending on credit and debit cards,number,SA
2020-10,2020-10,month,K02000001,United Kingdom,57.89,Social UK spending on credit and debit cards,number,SA
2020-11,2020-11,month,K02000001,United Kingdom,56.61,Social UK spending on credit and debit cards,number,SA
2020-12,2020-12,month,K02000001,United Kingdom,61.44,Social UK spending on credit and debit cards,number,SA
2021-01,2021-01,month,K02000001,United Kingdom,52.03,Social UK spending on credit and debit cards,number,SA
2021-02,2021-02,month,K02000001,United Kingdom,58.15,Social UK spending on credit and debit cards,number,SA
2021-03,2021-03,month,K02000001,United Kingdom,65.70,Social UK spending on credit and debit cards,number,SA
2021-04,2021-04,month,K02000001,United Kingdom,68.19,Social UK spending on credit and debit cards,number,SA
2021-05,2021-05,month,K02000001,United Kingdom,79.74,Social UK spending on credit and debit cards,number,SA
2021-06,2021-06,month,K02000001,United Kingdom,81.21,Social UK spending on credit and debit cards,number,SA
2021-07,2021-07,month,K02000001,United Kingdom,81.90,Social UK spending on credit and debit cards,number,SA
2021-08,2021-08,month,K02000001,United Kingdom,90.39,Social UK spending on credit and debit cards,number,SA
2021-09,2021-09,month,K02000001,United Kingdom,89.37,Social UK spending on credit and debit cards,number,SA
2021-10,2021-10,month,K02000001,United Kingdom,92.16,Social UK spending on credit and debit cards,number,SA
2021-11,2021-11,month,K02000001,United Kingdom,94.80,Social UK spending on credit and debit cards,number,SA
2021-12,2021-12,month,K02000001,United Kingdom,92.58,Social UK spending on credit and debit cards,number,SA
2022-01,2022-01,month,K02000001,United Kingdom,91.23,Social UK spending on credit and debit cards,number,SA
2022-02,2022-02,month,K02000001,United Kingdom,99.70,Social UK spending on credit and debit cards,number,SA
2022-03,2022-03,month,K02000001,United Kingdom,98.71,Social UK spending on credit and debit cards,number,SA
2022-04,2022-04,month,K02000001,United Kingdom,103.72,Social UK spending on credit and debit cards,number,SA
2022-05,2022-05,month,K02000001,United Kingdom,104.19,Social UK spending on credit and debit cards,number,SA
2022-06,2022-06,month,K02000001,United Kingdom,99.30,Social UK spending on credit and debit cards,number,SA
2022-07,2022-07,month,K02000001,United Kingdom,96.38,Social UK spending on credit and debit cards,number,SA
2022-08,2022-08,month,K02000001,United Kingdom,94.55,Social UK spending on credit and debit cards,number,SA
2022-09,2022-09,month,K02000001,United Kingdom,94.19,Social UK spending on credit and debit cards,number,SA
2022-10,2022-10,month,K02000001,United Kingdom,97.35,Social UK spending on credit and debit cards,number,SA
2022-11,2022-11,month,K02000001,United Kingdom,98.82,Social UK spending on credit and debit cards,number,SA
2022-12,2022-12,month,K02000001,United Kingdom,98.14,Social UK spending on credit and debit cards,number,SA
2023-01,2023-01,month,K02000001,United Kingdom,102.77,Social UK spending on credit and debit cards,number,SA
2023-02,2023-02,month,K02000001,United Kingdom,102.98,Social UK spending on credit and debit cards,number,SA
2023-03,2023-03,month,K02000001,United Kingdom,102.36,Social UK spending on credit and debit cards,number,SA
2023-04,2023-04,month,K02000001,United Kingdom,103.24,Social UK spending on credit and debit cards,number,SA
2023-05,2023-05,month,K02000001,United Kingdom,101.42,Social UK spending on credit and debit cards,number,SA
2023-06,2023-06,month,K02000001,United Kingdom,102.58,Social UK spending on credit and debit cards,number,SA
2023-07,2023-07,month,K02000001,United Kingdom,102.02,Social UK spending on credit and debit cards,number,SA
2023-08,2023-08,month,K02000001,United Kingdom,97.29,Social UK spending on credit and debit cards,number,SA
2023-09,2023-09,month,K02000001,United Kingdom,98.75,Social UK spending on credit and debit cards,number,SA
2023-10,2023-10,month,K02000001,United Kingdom,96.11,Social UK spending on credit and debit cards,number,SA
2023-11,2023-11,month,K02000001,United Kingdom,94.87,Social UK spending on credit and debit cards,number,SA
2023-12,2023-12,month,K02000001,United Kingdom,95.61,Social UK spending on credit and debit cards,number,SA
2024-01,2024-01,month,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,SA
2024-02,2024-02,month,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,SA
2024-03,2024-03,month,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,SA
2024-04,2024-04,month,K02000001,United Kingdom,[x],Social UK spending on credit and debit cards,number,SA
2020-01,2020-01,month,K02000001,United Kingdom,85.18,Staple UK spending on credit and debit cards,number,SA
2020-02,2020-02,month,K02000001,United Kingdom,84.3,Staple UK spending on credit and debit cards,number,SA
2020-03,2020-03,month,K02000001,United Kingdom,87.31,Staple UK spending on credit and debit cards,number,SA
2020-04,2020-04,month,K02000001,United Kingdom,74.52,Staple UK spending on credit and debit cards,number,SA
2020-05,2020-05,month,K02000001,United Kingdom,83.68,Staple UK spending on credit and debit cards,number,SA
2020-06,2020-06,month,K02000001,United Kingdom,86.86,Staple UK spending on credit and debit cards,number,SA
2020-07,2020-07,month,K02000001,United Kingdom,87.71,Staple UK spending on credit and debit cards,number,SA
2020-08,2020-08,month,K02000001,United Kingdom,89.89,Staple UK spending on credit and debit cards,number,SA
2020-09,2020-09,month,K02000001,United Kingdom,90.17,Staple UK spending on credit and debit cards,number,SA
2020-10,2020-10,month,K02000001,United Kingdom,89.86,Staple UK spending on credit and debit cards,number,SA
2020-11,2020-11,month,K02000001,United Kingdom,90.79,Staple UK spending on credit and debit cards,number,SA
2020-12,2020-12,month,K02000001,United Kingdom,88.29,Staple UK spending on credit and debit cards,number,SA
2021-01,2021-01,month,K02000001,United Kingdom,88.61,Staple UK spending on credit and debit cards,number,SA
2021-02,2021-02,month,K02000001,United Kingdom,91.69,Staple UK spending on credit and debit cards,number,SA
2021-03,2021-03,month,K02000001,United Kingdom,92.68,Staple UK spending on credit and debit cards,number,SA
2021-04,2021-04,month,K02000001,United Kingdom,92.01,Staple UK spending on credit and debit cards,number,SA
2021-05,2021-05,month,K02000001,United Kingdom,91.75,Staple UK spending on credit and debit cards,number,SA
2021-06,2021-06,month,K02000001,United Kingdom,91.29,Staple UK spending on credit and debit cards,number,SA
2021-07,2021-07,month,K02000001,United Kingdom,90.55,Staple UK spending on credit and debit cards,number,SA
2021-08,2021-08,month,K02000001,United Kingdom,90.37,Staple UK spending on credit and debit cards,number,SA
2021-09,2021-09,month,K02000001,United Kingdom,90.5,Staple UK spending on credit and debit cards,number,SA
2021-10,2021-10,month,K02000001,United Kingdom,91.03,Staple UK spending on credit and debit cards,number,SA
2021-11,2021-11,month,K02000001,United Kingdom,90.66,Staple UK spending on credit and debit cards,number,SA
2021-12,2021-12,month,K02000001,United Kingdom,89.96,Staple UK spending on credit and debit cards,number,SA
2022-01,2022-01,month,K02000001,United Kingdom,89.78,Staple UK spending on credit and debit cards,number,SA
2022-02,2022-02,month,K02000001,United Kingdom,89.96,Staple UK spending on credit and debit cards,number,SA
2022-03,2022-03,month,K02000001,United Kingdom,90.29,Staple UK spending on credit and debit cards,number,SA
2022-04,2022-04,month,K02000001,United Kingdom,91.27,Staple UK spending on credit and debit cards,number,SA
2022-05,2022-05,month,K02000001,United Kingdom,92.68,Staple UK spending on credit and debit cards,number,SA
2022-06,2022-06,month,K02000001,United Kingdom,93.84,Staple UK spending on credit and debit cards,number,SA
2022-07,2022-07,month,K02000001,United Kingdom,95.85,Staple UK spending on credit and debit cards,number,SA
2022-08,2022-08,month,K02000001,United Kingdom,95.48,Staple UK spending on credit and debit cards,number,SA
2022-09,2022-09,month,K02000001,United Kingdom,95.37,Staple UK spending on credit and debit cards,number,SA
2022-10,2022-10,month,K02000001,United Kingdom,96.09,Staple UK spending on credit and debit cards,number,SA
2022-11,2022-11,month,K02000001,United Kingdom,95.48,Staple UK spending on credit and debit cards,number,SA
2022-12,2022-12,month,K02000001,United Kingdom,97.08,Staple UK spending on credit and debit cards,number,SA
2023-01,2023-01,month,K02000001,United Kingdom,98.81,Staple UK spending on credit and debit cards,number,SA
2023-02,2023-02,month,K02000001,United Kingdom,99.26,Staple UK spending on credit and debit cards,number,SA
2023-03,2023-03,month,K02000001,United Kingdom,100.76,Staple UK spending on credit and debit cards,number,SA
2023-04,2023-04,month,K02000001,United Kingdom,101.42,Staple UK spending on credit and debit cards,number,SA
2023-05,2023-05,month,K02000001,United Kingdom,102.72,Staple UK spending on credit and debit cards,number,SA
2023-06,2023-06,month,K02000001,United Kingdom,100.4,Staple UK spending on credit and debit cards,number,SA
2023-07,2023-07,month,K02000001,United Kingdom,97.35,Staple UK spending on credit and debit cards,number,SA
2023-08,2023-08,month,K02000001,United Kingdom,98.68,Staple UK spending on credit and debit cards,number,SA
2023-09,2023-09,month,K02000001,United Kingdom,99.49,Staple UK spending on credit and debit cards,number,SA
2023-10,2023-10,month,K02000001,United Kingdom,99.39,Staple UK spending on credit and debit cards,number,SA
2023-11,2023-11,month,K02000001,United Kingdom,100.8,Staple UK spending on credit and debit cards,number,SA
2023-12,2023-12,month,K02000001,United Kingdom,100.92,Staple UK spending on credit and debit cards,number,SA
2024-01,2024-01,month,K02000001,United Kingdom,99.49,Staple UK spending on credit and debit cards,number,SA
2024-02,2024-02,month,K02000001,United Kingdom,99.89,Staple UK spending on credit and debit cards,number,SA
2024-03,2024-03,month,K02000001,United Kingdom,96.54,Staple UK spending on credit and debit cards,number,SA
2024-04,2024-04,month,K02000001,United Kingdom,95.41,Staple UK spending on credit and debit cards,number,SA
2020-01,2020-01,month,K02000001,United Kingdom,86.39,Work Related UK spending on credit and debit cards,number,SA
2020-02,2020-02,month,K02000001,United Kingdom,83.43,Work Related UK spending on credit and debit cards,number,SA
2020-03,2020-03,month,K02000001,United Kingdom,74.16,Work Related UK spending on credit and debit cards,number,SA
2020-04,2020-04,month,K02000001,United Kingdom,29.86,Work Related UK spending on credit and debit cards,number,SA
2020-05,2020-05,month,K02000001,United Kingdom,36.11,Work Related UK spending on credit and debit cards,number,SA
2020-06,2020-06,month,K02000001,United Kingdom,47.43,Work Related UK spending on credit and debit cards,number,SA
2020-07,2020-07,month,K02000001,United Kingdom,54.24,Work Related UK spending on credit and debit cards,number,SA
2020-08,2020-08,month,K02000001,United Kingdom,66.10,Work Related UK spending on credit and debit cards,number,SA
2020-09,2020-09,month,K02000001,United Kingdom,62.79,Work Related UK spending on credit and debit cards,number,SA
2020-10,2020-10,month,K02000001,United Kingdom,61.38,Work Related UK spending on credit and debit cards,number,SA
2020-11,2020-11,month,K02000001,United Kingdom,51.32,Work Related UK spending on credit and debit cards,number,SA
2020-12,2020-12,month,K02000001,United Kingdom,60.26,Work Related UK spending on credit and debit cards,number,SA
2021-01,2021-01,month,K02000001,United Kingdom,55.85,Work Related UK spending on credit and debit cards,number,SA
2021-02,2021-02,month,K02000001,United Kingdom,55.29,Work Related UK spending on credit and debit cards,number,SA
2021-03,2021-03,month,K02000001,United Kingdom,61.40,Work Related UK spending on credit and debit cards,number,SA
2021-04,2021-04,month,K02000001,United Kingdom,72.04,Work Related UK spending on credit and debit cards,number,SA
2021-05,2021-05,month,K02000001,United Kingdom,75.79,Work Related UK spending on credit and debit cards,number,SA
2021-06,2021-06,month,K02000001,United Kingdom,82.70,Work Related UK spending on credit and debit cards,number,SA
2021-07,2021-07,month,K02000001,United Kingdom,79.52,Work Related UK spending on credit and debit cards,number,SA
2021-08,2021-08,month,K02000001,United Kingdom,84.11,Work Related UK spending on credit and debit cards,number,SA
2021-09,2021-09,month,K02000001,United Kingdom,86.07,Work Related UK spending on credit and debit cards,number,SA
2021-10,2021-10,month,K02000001,United Kingdom,82.10,Work Related UK spending on credit and debit cards,number,SA
2021-11,2021-11,month,K02000001,United Kingdom,86.69,Work Related UK spending on credit and debit cards,number,SA
2021-12,2021-12,month,K02000001,United Kingdom,89.01,Work Related UK spending on credit and debit cards,number,SA
2022-01,2022-01,month,K02000001,United Kingdom,91.49,Work Related UK spending on credit and debit cards,number,SA
2022-02,2022-02,month,K02000001,United Kingdom,94.67,Work Related UK spending on credit and debit cards,number,SA
